product_id,name,price,category,description,condition,location,payment_Method,contact_info,is_sold,created_at,update_at,photos,seller_id
430,Raisin Cinnamon Granola,6473.44,Food - Cereals,Crunchy granola with raisins and cinnamon for a delightful breakfast.,new,City-Vista,credit_card,(555) 123-9876,true,9/25/2021,7/31/2025,"[{""item"":""http://dummyimage.com/222x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/117x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/134x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/133x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/152x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/125x100.png/cc0000/ffffff""}]",430
431,A-Line Skirt,9324.47,Clothing - Bottoms,"Classic A-line skirt that flatters every figure, perfect for work or play.",new,Murchison,paypal,name@email.com,true,3/27/2025,11/8/2022,[],431
432,Wall Planner,8083.48,Office,Large wall planner for organizing schedules.,new,Myrtle,cash,t.user123,false,9/15/2023,10/17/2025,"[{""item"":""http://dummyimage.com/215x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/151x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/106x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/187x100.png/dddddd/000000""}]",432
433,Beef Sirloin Steak,9240.16,Food - Meat,"Juicy and tender beef sirloin steak, grass-fed.",new,Murchison,paypal,(555) 123-9876,true,2/22/2020,1/23/2025,"[{""item"":""http://dummyimage.com/142x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/149x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/241x100.png/5fa2dd/ffffff""}]",433
434,Kids' Art Supplies Kit,2806.53,Toys,"Complete kit with crayons, markers, and paper for young artists.",used,Isabella,paypal,t.user123,false,12/14/2022,7/21/2021,"[{""item"":""http://dummyimage.com/207x100.png/5fa2dd/ffffff""}]",434
435,Yoga Blocks,1309.47,Fitness,Set of two yoga blocks for increased stability and support.,used,Isabella,credit_card,(555) 123-9876,false,9/25/2025,3/21/2021,"[{""item"":""http://dummyimage.com/246x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/191x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/167x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/222x100.png/dddddd/000000""}]",435
436,Corn Tortillas,7344.75,Food - Bakery,"Soft and warm corn tortillas, perfect for tacos and burritos.",new,City-Vista,cash,name@email.com,false,11/3/2025,3/18/2023,"[{""item"":""http://dummyimage.com/177x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/179x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/179x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/142x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/171x100.png/cc0000/ffffff""}]",436
437,Handmade Wooden Utensil Set,9418.65,Kitchen,Unique handcrafted utensils for cooking and serving.,new,Myrtle,paypal,t.user123,false,5/7/2021,12/10/2023,"[{""item"":""http://dummyimage.com/227x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/224x100.png/cc0000/ffffff""}]",437
438,Whole Chicken,3851.43,Food - Meat,"A whole free-range chicken, ready for roasting.",new,Isabella,paypal,name@email.com,true,10/28/2025,6/13/2025,"[{""item"":""http://dummyimage.com/173x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/191x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/119x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/219x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/109x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/161x100.png/cc0000/ffffff""}]",438
439,Maple Cinnamon Granola Bars,6526.42,Food - Snacks,Chewy granola bars with maple and cinnamon flavor.,new,Isabella,paypal,(555) 123-9876,false,6/17/2020,2/24/2022,"[{""item"":""http://dummyimage.com/184x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/163x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/225x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/228x100.png/dddddd/000000""}]",439
440,Baked Falafel,905.98,Food - Vegetarian,"Crispy baked falafel balls, perfect for salads",new,City-Vista,cash,name@email.com,true,9/1/2020,5/11/2023,"[{""item"":""http://dummyimage.com/138x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/178x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/156x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/101x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/169x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/192x100.png/dddddd/000000""}]",440
441,Magnetic Whiteboard,4209.3,Office,Reusable whiteboard for notes and reminders with magnetic backing.,used,Isabella,cash,t.user123,false,2/11/2024,3/12/2021,"[{""item"":""http://dummyimage.com/199x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/175x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/115x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/133x100.png/ff4444/ffffff""}]",441
442,Repair Tool Set for Home Improvement,6040.31,Tools,Small toolkit with essentials for home repairs.,new,City-Vista,cash,(555) 123-9876,false,12/5/2022,10/13/2023,"[{""item"":""http://dummyimage.com/153x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/184x100.png/5fa2dd/ffffff""}]",442
443,Stylish Wireless Earbuds,4240.76,Audio,True wireless earbuds with excellent sound quality.,new,Isabella,paypal,t.user123,true,1/8/2022,6/17/2025,[],443
444,Vegetable Curry,1632.49,Food - Frozen Foods,A hearty vegetable curry for a quick and satisfying meal.,new,City-Vista,paypal,t.user123,false,12/17/2023,1/2/2021,"[{""item"":""http://dummyimage.com/131x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/150x100.png/cc0000/ffffff""}]",444
445,Outdoor Adventure Backpack,3177.01,Outdoor,Durable backpack for hiking or travel.,new,City-Vista,paypal,(555) 123-9876,false,2/2/2024,9/18/2020,"[{""item"":""http://dummyimage.com/124x100.png/dddddd/000000""}]",445
446,Tomato Basil Pasta Sauce,8827.04,Food - Sauces,Rich and flavorful pasta sauce made with ripe tomatoes and basil.,new,City-Vista,cash,name@email.com,false,5/20/2025,5/24/2025,"[{""item"":""http://dummyimage.com/170x100.png/cc0000/ffffff""}]",446
447,Spaghetti Squash,8102.31,Food - Produce,Low-carb vegetable for pasta alternatives.,new,City-Vista,cash,t.user123,true,1/21/2021,3/28/2025,"[{""item"":""http://dummyimage.com/193x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/247x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/112x100.png/dddddd/000000""}]",447
448,Avocado Oil Mayo,5201.0,Food - Condiments,Creamy mayonnaise made with avocado oil for a healthier twist.,new,City-Vista,cash,(555) 123-9876,false,1/2/2020,2/27/2025,"[{""item"":""http://dummyimage.com/158x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/182x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/198x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/168x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/208x100.png/dddddd/000000""}]",448
449,Solar Garden Lights,1801.63,Outdoor,Energy-efficient lights that charge during the day and illuminate at night.,new,Murchison,paypal,(555) 123-9876,false,6/4/2021,6/3/2023,"[{""item"":""http://dummyimage.com/207x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/194x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/134x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/230x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/235x100.png/cc0000/ffffff""}]",449
450,Spicy Thai Chili Sauce,6257.54,Food - Sauces,A sweet and spicy sauce for dipping or cooking.,used,City-Vista,cash,name@email.com,false,10/20/2021,7/26/2022,"[{""item"":""http://dummyimage.com/183x100.png/ff4444/ffffff""}]",450
451,Organic Granola,6716.92,Food - Breakfast,Healthy granola made with oats and honey.,used,Myrtle,credit_card,name@email.com,true,11/2/2025,3/10/2020,"[{""item"":""http://dummyimage.com/188x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/228x100.png/dddddd/000000""}]",451
452,Over-Ear Headphones,9731.76,Audio,Comfortable over-ear headphones with deep bass.,new,Myrtle,cash,(555) 123-9876,true,2/8/2021,2/17/2024,"[{""item"":""http://dummyimage.com/116x100.png/ff4444/ffffff""}]",452
453,Electric Hot Water Dispenser,5667.86,Kitchen,Instant hot water dispenser for tea and cooking.,new,Murchison,credit_card,(555) 123-9876,true,5/23/2023,1/22/2022,"[{""item"":""http://dummyimage.com/203x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/110x100.png/dddddd/000000""}]",453
454,Dog Car Seat Cover,6713.21,Pets,Waterproof cover to protect car seats from pet hair and dirt.,used,City-Vista,paypal,name@email.com,true,7/28/2020,11/4/2021,"[{""item"":""http://dummyimage.com/178x100.png/ff4444/ffffff""}]",454
455,Pasta Portion Control Measure,2627.85,Kitchen,Tool for measuring perfect pasta portions every time.,new,City-Vista,paypal,t.user123,false,3/28/2025,8/22/2024,[],455
456,Spiralizer,1065.57,Kitchen,Vegetable spiralizer for healthy meals.,used,City-Vista,cash,t.user123,false,6/19/2021,8/3/2022,"[{""item"":""http://dummyimage.com/104x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/245x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/127x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/158x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/217x100.png/dddddd/000000""}]",456
457,Basketball,8512.98,Sports,Official size basketball for indoor and outdoor play.,used,City-Vista,credit_card,(555) 123-9876,false,7/1/2023,9/22/2023,"[{""item"":""http://dummyimage.com/249x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/130x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/237x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/222x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/126x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/140x100.png/cc0000/ffffff""}]",457
458,Truffle Parmesan Fries,4188.06,Food - Snacks,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",used,Myrtle,paypal,(555) 123-9876,true,8/28/2024,12/16/2020,[],458
459,Gardening Kneeler and Seat,686.35,Garden,Foldable kneeler that doubles as a seat for gardening convenience.,used,Murchison,paypal,name@email.com,true,10/14/2024,3/10/2025,"[{""item"":""http://dummyimage.com/101x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/207x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/185x100.png/ff4444/ffffff""}]",459
460,Creamy Ranch Dressing,2380.45,Food - Dressings,Classic ranch dressing for salads and dipping.,used,Myrtle,cash,name@email.com,false,10/5/2024,11/29/2022,"[{""item"":""http://dummyimage.com/149x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/140x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/101x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/102x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/147x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/136x100.png/5fa2dd/ffffff""}]",460
461,Habanero Hot Sauce,9154.5,Food - Condiments,Fiery hot sauce made with fresh habaneros and spices.,used,Murchison,cash,(555) 123-9876,true,4/23/2020,5/1/2021,"[{""item"":""http://dummyimage.com/223x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/133x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/119x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/173x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/139x100.png/5fa2dd/ffffff""}]",461
462,Chocolate Fudge Brownie Mix,7461.27,Food - Baking,Just add water for delicious brownies.,new,Myrtle,credit_card,t.user123,false,2/2/2020,4/30/2022,"[{""item"":""http://dummyimage.com/142x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/162x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/161x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/204x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/240x100.png/dddddd/000000""}]",462
463,Zucchini,2314.26,Food - Produce,"Fresh zucchini, versatile for grilling or sautéing.",used,Isabella,cash,name@email.com,true,10/30/2022,10/19/2021,"[{""item"":""http://dummyimage.com/248x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/222x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/230x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/109x100.png/cc0000/ffffff""}]",463
464,Classic Pesto Sauce,2745.02,Food - Sauces,"Fresh basil pesto, perfect for pasta or as a sandwich spread.",new,Isabella,credit_card,(555) 123-9876,false,6/8/2021,9/29/2021,"[{""item"":""http://dummyimage.com/114x100.png/cc0000/ffffff""}]",464
465,LED Strip Lights Kit,540.79,Home,DIY LED strip lights with remote control.,used,City-Vista,credit_card,t.user123,true,11/8/2024,4/16/2023,"[{""item"":""http://dummyimage.com/177x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/177x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/232x100.png/dddddd/000000""}]",465
466,Rechargeable Electric Toothbrush,3326.31,Health,Advanced electric toothbrush for effective cleaning.,new,City-Vista,cash,(555) 123-9876,false,12/10/2022,12/30/2020,[],466
467,Fall-Themed Table Runner,5845.89,Home,Decorative table runner perfect for autumn gatherings.,new,Murchison,credit_card,t.user123,true,8/19/2020,10/5/2021,"[{""item"":""http://dummyimage.com/227x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/212x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/168x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/234x100.png/dddddd/000000""}]",467
468,Chopping Board,3260.57,Kitchen,Reversible bamboo chopping board for food prep.,new,Murchison,paypal,(555) 123-9876,true,4/13/2023,5/12/2020,"[{""item"":""http://dummyimage.com/119x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/146x100.png/cc0000/ffffff""}]",468
469,Beef Stroganoff Mix,168.53,Food - Meal Kits,Everything you need to create a hearty beef stroganoff.,new,Isabella,paypal,t.user123,false,12/7/2022,10/14/2023,[],469
470,LED Makeup Mirror,7416.44,Beauty,Illuminated vanity mirror with adjustable brightness settings.,used,Murchison,cash,name@email.com,true,3/1/2025,10/2/2024,[],470
471,Automatic Pet Feeder,7182.74,Pets,Programmable pet feeder for scheduled meals.,used,City-Vista,credit_card,(555) 123-9876,false,3/22/2025,8/30/2022,"[{""item"":""http://dummyimage.com/250x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/203x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/246x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/239x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/154x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/197x100.png/5fa2dd/ffffff""}]",471
472,Travel Pillow,5092.67,Travel,Memory foam travel pillow for neck support.,used,Isabella,paypal,t.user123,false,9/2/2024,10/19/2024,"[{""item"":""http://dummyimage.com/229x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/183x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/152x100.png/5fa2dd/ffffff""}]",472
473,Berry Smoothie Mix,9002.23,Food - Frozen Foods,Frozen mix for quick berry smoothies.,used,Isabella,cash,name@email.com,true,10/18/2025,9/18/2023,"[{""item"":""http://dummyimage.com/215x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/182x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/137x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/113x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/120x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/186x100.png/5fa2dd/ffffff""}]",473
474,Quality Chef Apron,8075.65,Kitchen,Durable apron to keep clothes clean while cooking.,used,Myrtle,paypal,(555) 123-9876,false,4/8/2024,6/15/2024,"[{""item"":""http://dummyimage.com/177x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/204x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/237x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/234x100.png/cc0000/ffffff""}]",474
475,Glass Water Bottle,7698.29,Fitness,Borosilicate glass water bottle with silicone sleeve.,used,Myrtle,credit_card,(555) 123-9876,false,8/6/2021,10/10/2021,"[{""item"":""http://dummyimage.com/214x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/205x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/107x100.png/dddddd/000000""}]",475
476,Glass Water Bottle,6883.13,Fitness,Borosilicate glass water bottle with silicone sleeve.,new,Murchison,cash,(555) 123-9876,false,12/16/2022,7/12/2023,"[{""item"":""http://dummyimage.com/196x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/134x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/145x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/179x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/203x100.png/dddddd/000000""}]",476
477,Multi-Function Smartphone Holder,5043.3,Electronics,"Versatile holder that can be used on desks, cars, and more.",new,Murchison,paypal,(555) 123-9876,false,5/29/2022,3/30/2022,"[{""item"":""http://dummyimage.com/185x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/196x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/227x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/188x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/196x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/229x100.png/cc0000/ffffff""}]",477
478,Vegetable Pizza Rolls,5864.65,Food - Frozen Foods,"Frozen pizza rolls filled with vegetables and cheese, perfect for snacks.",new,Myrtle,paypal,(555) 123-9876,true,2/13/2022,9/21/2020,"[{""item"":""http://dummyimage.com/109x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/110x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/166x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/111x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/185x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/223x100.png/cc0000/ffffff""}]",478
479,Laptop Backpack,2010.85,Accessories,Water-resistant laptop backpack with multiple compartments.,new,Murchison,paypal,name@email.com,false,12/13/2020,6/30/2025,"[{""item"":""http://dummyimage.com/206x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/224x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/224x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/130x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/234x100.png/5fa2dd/ffffff""}]",479
480,Magnetic Puzzle Board,3265.97,Toys,Magnetic puzzle assembly board for kids.,new,Myrtle,credit_card,(555) 123-9876,true,2/17/2023,6/26/2021,"[{""item"":""http://dummyimage.com/185x100.png/5fa2dd/ffffff""}]",480
481,Cheesy Cauliflower Bake,9438.14,Food - Frozen Vegetables,"A frozen cheesy bake made with cauliflower, great as a side dish or a vegetarian meal.",used,Murchison,credit_card,t.user123,true,10/2/2023,5/6/2025,"[{""item"":""http://dummyimage.com/228x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/145x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/124x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/129x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/143x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/215x100.png/cc0000/ffffff""}]",481
482,Cinnamon Spiced Almonds,4276.47,Food - Snacks,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,used,Isabella,credit_card,(555) 123-9876,true,5/6/2025,1/23/2023,[],482
483,Fruit and Nut Bars,5025.72,Food - Snacks,Individually packaged bars made with dried fruits and nuts.,new,Murchison,cash,(555) 123-9876,false,11/18/2020,6/6/2022,"[{""item"":""http://dummyimage.com/183x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/131x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/154x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/231x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/173x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/163x100.png/5fa2dd/ffffff""}]",483
484,Personalized Keychain,2117.78,Accessories,Custom keychain with engraved text.,used,City-Vista,paypal,name@email.com,false,9/29/2023,8/8/2021,"[{""item"":""http://dummyimage.com/124x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/215x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/200x100.png/dddddd/000000""}]",484
485,Handcrafted Wooden Coasters,9584.25,Home,Set of unique wooden coasters for drinks and decor.,new,City-Vista,cash,(555) 123-9876,false,12/2/2022,12/7/2022,"[{""item"":""http://dummyimage.com/126x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/141x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/223x100.png/dddddd/000000""}]",485
486,Electric Food Steamer,7795.14,Kitchen,Electric food steamer for healthy cooking.,used,City-Vista,credit_card,(555) 123-9876,true,12/14/2021,3/7/2025,"[{""item"":""http://dummyimage.com/183x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/176x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/119x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/136x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/217x100.png/dddddd/000000""}]",486
487,Graphic Tee,5937.89,Clothing,Soft cotton graphic tee available in various designs.,new,Isabella,paypal,name@email.com,true,7/4/2020,2/28/2023,[],487
488,Smoked Paprika,5547.46,Food - Spices,Add a smoky flavor to your dishes.,used,City-Vista,paypal,(555) 123-9876,false,8/14/2023,11/8/2021,"[{""item"":""http://dummyimage.com/184x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/175x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/215x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/218x100.png/5fa2dd/ffffff""}]",488
489,Leather Wallet,5800.85,Accessories,Genuine leather wallet with multiple compartments.,new,City-Vista,paypal,(555) 123-9876,true,5/1/2020,6/15/2025,"[{""item"":""http://dummyimage.com/209x100.png/5fa2dd/ffffff""}]",489
490,Cotton Tote Bag Set,8314.58,Accessories,Reusable tote bags for shopping and eco-friendly living.,used,Murchison,paypal,(555) 123-9876,true,12/16/2022,7/5/2024,"[{""item"":""http://dummyimage.com/229x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/197x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/160x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/140x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/144x100.png/cc0000/ffffff""}]",490
491,Pet Bed with Removable Cover,7635.52,Pets,Comfy pet bed with washable cover for easy cleaning.,new,City-Vista,paypal,t.user123,false,6/15/2021,1/23/2023,"[{""item"":""http://dummyimage.com/250x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/158x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/121x100.png/dddddd/000000""}]",491
492,Sweet Chili Dipping Sauce,6530.19,Food - Condiments,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,used,Myrtle,paypal,name@email.com,true,8/14/2020,5/2/2024,"[{""item"":""http://dummyimage.com/106x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/148x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/162x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/164x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/104x100.png/cc0000/ffffff""}]",492
493,Organic Sweet Potatoes,3350.05,Food - Produce,"Fresh and organic sweet potatoes, ideal for roasting.",used,Isabella,cash,t.user123,true,4/11/2023,7/12/2025,"[{""item"":""http://dummyimage.com/147x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/118x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/151x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/155x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/194x100.png/5fa2dd/ffffff""}]",493
494,Adjustable Height Standing Desk Converter,508.08,Office,Convert your desk to a standing desk easily.,used,Myrtle,cash,t.user123,false,3/30/2025,8/18/2023,"[{""item"":""http://dummyimage.com/108x100.png/5fa2dd/ffffff""}]",494
495,Sous Vide Cooker,3150.58,Kitchen,Precision cooker for perfect sous vide cooking.,new,Isabella,cash,t.user123,true,3/25/2021,10/26/2023,"[{""item"":""http://dummyimage.com/115x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/174x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/139x100.png/5fa2dd/ffffff""}]",495
496,Organic Coconut Water,4884.83,Food - Beverages,Refreshing coconut water packed with electrolytes for hydration.,used,Isabella,cash,(555) 123-9876,true,4/5/2022,6/10/2022,"[{""item"":""http://dummyimage.com/241x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/133x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/214x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/125x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/237x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/109x100.png/5fa2dd/ffffff""}]",496
497,Portable Pet Stroller,3709.5,Pets,Convenient stroller for pets to enjoy outdoor walks.,used,Murchison,cash,t.user123,true,6/7/2021,11/12/2022,"[{""item"":""http://dummyimage.com/175x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/250x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/225x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/182x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/250x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/173x100.png/ff4444/ffffff""}]",497
498,Air Fryer Oven,2583.8,Kitchen,"Versatile air fryer that also roasts, bakes, and broils.",used,Isabella,cash,t.user123,false,1/6/2024,12/17/2022,"[{""item"":""http://dummyimage.com/224x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/131x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/215x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/227x100.png/ff4444/ffffff""}]",498
499,Vegetable Stir Fry Mix,1380.94,Food - Fresh Produce,A mix of fresh vegetables for quick stir-fries.,used,Murchison,paypal,(555) 123-9876,false,9/10/2022,5/29/2020,"[{""item"":""http://dummyimage.com/246x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/192x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/197x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/240x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/197x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/111x100.png/ff4444/ffffff""}]",499
500,Vegetable Potstickers,2800.93,Food - Frozen Food,"Delicious vegetable dumplings, perfect for steaming or frying.",used,Murchison,paypal,name@email.com,true,11/15/2020,3/13/2024,"[{""item"":""http://dummyimage.com/101x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/136x100.png/dddddd/000000""}]",500
